"date","main_gas","oak_gas","main_ele","oak_ele","oat_hull","pellet_coal","pellet","gas_the","pellet_per","pellet_the","hull_the","coal_the","coal_co2","pellet_co2","gas_co2","hull_co2","gas_n20","pellet_n20","hull_n20","coal_n20","coal_ch4","gas_ch4","pellet_ch4","hull_ch4","ele_co2","ele_ch4","ele_n20"
2021-09-07,2679.95176092277,237.384044526902,1138.27378486695,58.7375428586254,274.021809182071,162.086390181705,0.208887248305885,0.001078,0.14,20.89375,8.25,24.93,93.28,99.82275,53.06,118.17,0.1,4.2,4.2,1.6,11,1,32,32,611.1,0.06,0.009
2021-09-08,2652.47978821844,264.378478664193,994.524014223945,52.3193460728643,255.985307703337,138.029841631705,0.266790452703684,0.001078,0.14,20.89375,8.25,24.93,93.28,99.82275,53.06,118.17,0.1,4.2,4.2,1.6,11,1,32,32,611.1,0.06,0.009
2021-09-09,2658.86652482354,260.482374768089,994.084808493448,51.2918758234467,254.927208740932,135.324094605693,0.230508369067202,0.001078,0.14,20.89375,8.25,24.93,93.28,99.82275,53.06,118.17,0.1,4.2,4.2,1.6,11,1,32,32,611.1,0.06,0.009
2021-09-10,898.091575635053,333.673469387755,1036.72649434913,52.5460963025159,343.278761655705,138.719221751012,123.747314065292,0.001078,0.14,20.89375,8.25,24.93,93.28,99.82275,53.06,118.17,0.1,4.2,4.2,1.6,11,1,32,32,611.1,0.06,0.009
2021-09-11,844.291063229031,301.669758812616,1008.1225284476,55.1213286020272,412.810055015278,145.700403065177,170.137498843252,0.001078,0.14,20.89375,8.25,24.93,93.28,99.82275,53.06,118.17,0.1,4.2,4.2,1.6,11,1,32,32,611.1,0.06,0.009
2021-09-12,1847.83852594055,310.38961038961,999.052897717384,54.9528935047343,378.723669510783,136.964447844811,155.859598057719,0.001078,0.14,20.89375,8.25,24.93,93.28,99.82275,53.06,118.17,0.1,4.2,4.2,1.6,11,1,32,32,611.1,0.06,0.009
2021-09-13,1564.76135874051,346.103896103896,1121.2875682821,54.2070877771527,393.815589012556,130.596980604236,154.460947294776,0.001078,0.14,20.89375,8.25,24.93,93.28,99.82275,53.06,118.17,0.1,4.2,4.2,1.6,11,1,32,32,611.1,0.06,0.009
2021-09-14,656.979752237743,337.47680890538,1086.71550548301,54.4626431535655,411.127386647802,134.713703199211,162.618036237738,0.001078,0.14,20.89375,8.25,24.93,93.28,99.82275,53.06,118.17,0.1,4.2,4.2,1.6,11,1,32,32,611.1,0.06,0.009
2021-09-15,12.3603578916219,333.487940630798,1020.52526513226,50.2821895130879,405.315283128521,144.837493239543,175.552301733791,0.001078,0.14,20.89375,8.25,24.93,93.28,99.82275,53.06,118.17,0.1,4.2,4.2,1.6,11,1,32,32,611.1,0.06,0.009
2021-09-16,19.9754244112641,340.25974025974,1042.70295062135,51.493183376449,430.128483029512,132.862172939468,175.77313723697,0.001078,0.14,20.89375,8.25,24.93,93.28,99.82275,53.06,118.17,0.1,4.2,4.2,1.6,11,1,32,32,611.1,0.06,0.009
